loc_rowid,pl_name,hostname,default_flag,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_radj,pl_massj,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_lum,sy_dist
534,GJ 179 b,GJ 179,1,Radial Velocity,2009,2288.00000000,2.410000,,,,M3.5 V,3370.00,0.38,0.36,-1.796,12.3560000
537,GJ 180 b,GJ 180,1,Radial Velocity,2014,17.13300000,0.092000,,,,,,,0.43,,11.9407000
539,GJ 180 c,GJ 180,1,Radial Velocity,2014,24.32900000,0.129000,,,,M2 V,3371.00,,0.43,-1.886,11.9407000
540,GJ 180 d,GJ 180,1,Radial Velocity,2020,106.30000000,0.309000,,,,,,,0.43,,11.9407000
541,GJ 2030 b,GJ 2030,1,Radial Velocity,2022,2.38129000,0.034000,,,,,,,0.96,,37.0788000
542,GJ 2030 c,GJ 2030,1,Radial Velocity,2022,25533.11353000,16.761000,,12.80300,,,,,0.96,,37.0788000
543,GJ 2056 b,GJ 2056,1,Radial Velocity,2020,69.97100000,0.283000,,,,,,,0.62,,28.4434000
545,GJ 229 A c,GJ 229,1,Radial Velocity,2020,121.93268000,0.384000,,,,,,,0.51,,5.7562400
547,GJ 229 b,GJ 229,1,Radial Velocity,2014,579.47495000,1.086000,,,,,,,0.51,,5.7562400
549,GJ 251 b,GJ 251,1,Radial Velocity,2020,14.23800000,0.081800,,,351,M3.0 V,3451.00,0.36,0.36,-1.772,5.5805700
550,GJ 27.1 b,GJ 27.1,1,Radial Velocity,2014,15.81900000,0.101000,,,,M0.5 V,3542.00,,0.53,-1.585,23.6062000
551,GJ 273 b,GJ 273,1,Radial Velocity,2017,18.64980000,0.091101,,,,M3.5,3382.00,0.29,0.29,-2.056,5.9215350
552,GJ 273 c,GJ 273,1,Radial Velocity,2017,4.72340000,0.036467,,,,M3.5,3382.00,0.29,0.29,-2.056,5.9215350
553,GJ 3021 b,GJ 3021,1,Radial Velocity,2000,133.71000000,0.490000,,,350,G6 V,5540.00,0.90,0.90,-0.180,17.5559000
554,GJ 3082 b,GJ 3082,1,Radial Velocity,2020,11.94900000,0.079000,,,,,,,0.47,,16.6186000
556,GJ 3090 b,GJ 3090,1,Transit,2022,2.85313600,0.031650,0.190,0.01051,693,M2 V,3556.00,0.52,0.52,-1.342,22.4751000
557,GJ 3138 b,GJ 3138,1,Radial Velocity,2017,1.22003000,0.019700,,,,M0,3717.00,0.50,0.68,-1.347,28.4712000
558,GJ 3138 c,GJ 3138,1,Radial Velocity,2017,5.97400000,0.057000,,,,M0,3717.00,0.50,0.68,-1.347,28.4712000
559,GJ 3138 d,GJ 3138,1,Radial Velocity,2017,257.80000000,0.698000,,,,M0,3717.00,0.50,0.68,-1.347,28.4712000
560,GJ 317 b,GJ 317,1,Radial Velocity,2007,695.66000000,1.151000,,,,,,,0.42,,15.1968000
565,GJ 317 c,GJ 317,1,Radial Velocity,2018,6739.32300000,5.230000,,,,,,,0.42,,15.1968000
568,GJ 3222 b,GJ 3222,1,Radial Velocity,2022,10.66669000,0.091000,,,,,,,0.89,,18.2381700
570,GJ 328 b,GJ 328,1,Radial Velocity,2013,3771.00000000,4.110000,,,,M0.0,3897.00,0.63,0.65,-1.080,20.5266000
571,GJ 328 c,GJ 328,1,Radial Velocity,2023,241.80000000,0.657000,,,,M0.0,3897.00,0.63,0.65,-1.080,20.5266000
573,GJ 3293 b,GJ 3293,1,Radial Velocity,2015,30.59870000,0.143390,,,,M2.5,3466.00,0.40,0.42,-1.658,20.1903000
574,GJ 3293 c,GJ 3293,1,Radial Velocity,2015,122.61960000,0.361750,,,,M2.5,3466.00,0.40,0.42,-1.658,20.1903000
576,GJ 3293 d,GJ 3293,1,Radial Velocity,2017,48.13450000,0.193940,,,,M2.5,3466.00,0.40,0.42,-1.658,20.1903000
577,GJ 3293 e,GJ 3293,1,Radial Velocity,2017,13.25430000,0.082080,,,,M2.5,3466.00,0.40,0.42,-1.658,20.1903000
578,GJ 3323 b,GJ 3323,1,Radial Velocity,2017,5.36360000,0.032820,,,,M4,3159.00,0.12,0.16,-2.569,5.3748400
579,GJ 3323 c,GJ 3323,1,Radial Velocity,2017,40.54000000,0.126400,,,,M4,3159.00,0.12,0.16,-2.569,5.3748400
580,GJ 3341 b,GJ 3341,1,Radial Velocity,2015,14.20700000,0.089000,,,,M2.5,3526.00,0.44,0.47,-1.538,23.6190000
582,GJ 338 B b,GJ 338 B,1,Radial Velocity,2020,24.42200000,0.142000,,,,M0 V,4014.00,0.58,0.64,-1.101,6.3325600
589,GJ 3470 b,GJ 3470,1,Radial Velocity,2012,3.33664960,0.035500,0.408,0.04373,594,,3600.00,0.55,0.54,,29.4214000
593,GJ 3473 b,GJ 3473,1,Transit,2020,1.19800350,0.015890,0.113,0.00585,773,,3347.00,0.36,0.36,-1.824,27.3644000
595,GJ 3473 c,GJ 3473,1,Radial Velocity,2020,15.50900000,0.087600,,,329,,3347.00,0.36,0.36,-1.824,27.3644000
597,GJ 3512 b,GJ 3512,1,Radial Velocity,2019,203.69000000,0.337000,,,,M5.5 V,3081.00,0.14,0.12,-2.804,9.4863700
598,GJ 3512 c,GJ 3512,1,Radial Velocity,2020,1599.60000000,1.292000,,,,M5.5 V,3081.00,0.14,0.12,-2.804,9.4863700
600,GJ 357 b,GJ 357,1,Transit,2019,3.93060000,0.036000,0.107,,518,M2.5 V,3505.00,0.34,0.34,,9.4418100
602,GJ 357 c,GJ 357,1,Radial Velocity,2019,9.12470000,0.061000,,,401,M2.5 V,3505.00,0.34,0.34,-1.798,9.4418100
603,GJ 357 d,GJ 357,1,Radial Velocity,2019,55.66100000,0.204000,,,220,M2.5 V,3505.00,0.34,0.34,-1.798,9.4418100
604,GJ 3634 b,GJ 3634,1,Radial Velocity,2010,2.64561000,0.028700,,0.02600,,M2.5,,0.43,0.45,-1.699,20.3779000
605,GJ 367 b,GJ 367,1,Transit,2021,0.32192250,0.007090,0.062,0.00199,1365,M1.0 V,3522.00,0.46,0.46,-1.539,9.4126300
608,GJ 367 c,GJ 367,1,Radial Velocity,2023,11.53010000,,,,,M1.0 V,3522.00,0.46,0.46,-1.539,9.4126300
609,GJ 367 d,GJ 367,1,Radial Velocity,2023,34.36900000,,,,,M1.0 V,3522.00,0.46,0.46,-1.539,9.4126300
610,GJ 3779 b,GJ 3779,1,Radial Velocity,2018,3.02320000,0.026000,,,,M4.0 V,3324.00,0.28,0.27,-2.062,13.7430000
611,GJ 3929 b,GJ 3929,1,Transit,2022,2.61623500,0.025200,0.097,0.00551,568,,3384.00,0.32,0.31,-1.963,15.8095000
614,GJ 3929 c,GJ 3929,1,Radial Velocity,2022,15.04000000,0.081000,,,317,,3384.00,0.32,0.31,-1.963,15.8095000
615,GJ 393 b,GJ 393,1,Radial Velocity,2021,7.02679000,0.054020,,,485,M2.0 V,3579.00,0.43,0.43,-1.571,7.0314900
616,GJ 3942 b,GJ 3942,1,Radial Velocity,2017,6.90500000,0.060800,,,590,M0,3867.00,0.61,0.63,-1.120,16.9287000
617,GJ 3998 b,GJ 3998,1,Radial Velocity,2016,2.64977000,0.029000,,,,M1,3722.00,0.49,0.50,-1.387,18.1459000
618,GJ 3998 c,GJ 3998,1,Radial Velocity,2016,13.74000000,0.089000,,,,M1,3722.00,0.49,0.50,-1.387,18.1459000
620,GJ 411 b,GJ 411,1,Radial Velocity,2019,12.93940000,0.078790,,,,,3719.00,0.37,0.39,,5.6757730
623,GJ 414 A b,GJ 414 A,1,Radial Velocity,2021,50.80000000,0.232400,0.235,,309,K7 V,4120.00,0.68,0.65,-0.924,11.8893000
625,GJ 414 A c,GJ 414 A,1,Radial Velocity,2021,749.83000000,1.400000,0.749,,125,K7 V,4120.00,0.68,0.65,-0.924,11.8893000
627,GJ 422 b,GJ 422,1,Radial Velocity,2014,20.12900000,0.111000,,,,,,,0.35,,12.6631000
629,GJ 4276 b,GJ 4276,1,Radial Velocity,2019,13.35200000,0.082000,,,,M4.0,3387.00,0.41,0.41,-1.706,21.3362000
631,GJ 433 b,GJ 433,1,Radial Velocity,2011,7.37050000,0.062000,,,,,,,0.48,,9.0645600
634,GJ 433 c,GJ 433,1,Radial Velocity,2014,5094.10500000,4.819000,,,,,,,0.48,,9.0645600
636,GJ 433 d,GJ 433,1,Radial Velocity,2020,36.05900000,0.178000,,,,,,,0.48,,9.0645600
656,GJ 436 b,GJ 436,1,Radial Velocity,2004,2.64388312,0.029100,0.372,0.07000,,,,0.46,0.47,,9.7532100
659,GJ 463 b,GJ 463,1,Radial Velocity,2022,3448.00000000,3.530000,,3.60000,,M3 V,3540.00,0.49,0.49,,18.3554000
661,GJ 480 b,GJ 480,1,Radial Velocity,2020,9.56700000,0.068000,,,,M3.5 Ve,,,0.45,,14.2358000
662,GJ 486 b,GJ 486,1,Radial Velocity,2021,1.46711900,0.017340,0.116,0.00887,701,M3.5 V,3340.00,0.33,0.32,-1.917,8.0742600
664,GJ 504 b,GJ 504,1,Imaging,2013,,43.500000,,4.00000,510,G0 V,6234.00,,1.22,0.332,17.5299000
665,GJ 514 b,GJ 514,1,Radial Velocity,2022,140.43000000,0.422000,,,202,M0.5-1.0 V,3728.00,0.50,0.51,-1.367,7.6177800
667,GJ 536 b,GJ 536,1,Radial Velocity,2016,8.70760000,0.066610,,,,M1 V,3685.00,0.50,0.52,-1.377,10.4092000
671,GJ 581 b,GJ 581,1,Radial Velocity,2005,5.36860000,0.040610,,,,,3396.00,0.33,0.31,-1.885,6.2981000
677,GJ 581 c,GJ 581,1,Radial Velocity,2007,12.91400000,0.072100,,,,,3396.00,0.33,0.31,-1.885,6.2981000
682,GJ 581 e,GJ 581,1,Radial Velocity,2009,3.14900000,0.028150,,,,,3396.00,0.33,0.31,-1.885,6.2981000
683,GJ 625 b,GJ 625,1,Radial Velocity,2017,14.62800000,0.078361,,,,M2,3499.00,0.31,0.30,-1.894,6.4724900
685,GJ 649 b,GJ 649,1,Radial Velocity,2009,600.10000000,1.112000,,,,M1.0,3734.00,0.50,0.51,-1.361,10.3796000
690,GJ 667 C b,GJ 667 C,1,Radial Velocity,2011,7.20040000,0.050500,,,,M1.5 V,3350.00,,0.33,-1.863,7.2439600
692,GJ 667 C c,GJ 667 C,1,Radial Velocity,2011,28.14000000,0.125000,,,,M1.5 V,3350.00,,0.33,-1.863,7.2439600
695,GJ 667 C e,GJ 667 C,1,Radial Velocity,2013,62.24000000,0.213000,,,,M1.5 V,3350.00,,0.33,-1.863,7.2439600
696,GJ 667 C f,GJ 667 C,1,Radial Velocity,2013,39.02600000,0.156000,,,,M1.5 V,3350.00,,0.33,-1.863,7.2439600
697,GJ 667 C g,GJ 667 C,1,Radial Velocity,2013,256.20000000,0.549000,,,,M1.5 V,3350.00,,0.33,-1.863,7.2439600
698,GJ 674 b,GJ 674,1,Radial Velocity,2007,4.69380000,0.039000,,,,M2.5,3600.00,,0.35,-1.796,4.5489600
703,GJ 676 A b,GJ 676 A,1,Radial Velocity,2010,1051.44521000,1.735000,,5.79200,,,,,0.63,,16.0272000
704,GJ 676 A c,GJ 676 A,1,Radial Velocity,2016,13921.42302000,9.726000,,13.49200,,,,,0.63,,16.0272000
706,GJ 676 A d,GJ 676 A,1,Radial Velocity,2012,3.60076000,0.039000,,,,,,,0.63,,16.0272000
711,GJ 676 A e,GJ 676 A,1,Radial Velocity,2012,35.47358000,0.181000,,,,,,,0.63,,16.0272000
712,GJ 680 b,GJ 680,1,Radial Velocity,2022,17281.66514000,10.138000,,25.10000,,,,,0.46,,9.6731500
713,GJ 682 b,GJ 682,1,Radial Velocity,2014,17.47800000,0.080000,,,,M3.5 V,3028.00,,0.27,-2.699,5.0067100
714,GJ 682 c,GJ 682,1,Radial Velocity,2014,57.32000000,0.176000,,,,M3.5 V,3028.00,,0.27,-2.699,5.0067100
715,GJ 685 b,GJ 685,1,Radial Velocity,2019,24.16000000,0.134400,,,,M0.5,3816.00,0.54,0.55,-1.253,14.3155000
716,GJ 687 b,GJ 687,1,Radial Velocity,2014,38.14200000,0.163000,,,,,,,0.40,,4.5493900
720,GJ 687 c,GJ 687,1,Radial Velocity,2020,727.56200000,1.165000,,,,,,,0.40,,4.5493900
721,GJ 720 A b,GJ 720 A,1,Radial Velocity,2021,19.46600000,0.119000,,,401,M0.5 V,3837.00,0.56,0.57,-1.217,15.5575000
722,GJ 740 b,GJ 740,1,Radial Velocity,2021,2.37756000,0.029000,,,829,M1.0 V,3913.00,0.56,0.58,-1.206,11.1017000
724,GJ 832 b,GJ 832,1,Radial Velocity,2008,3853.00000000,3.700000,,0.99000,,M2/3 V,,,0.45,,4.9643500
734,GJ 849 b,GJ 849,1,Radial Velocity,2006,1925.31000000,2.320000,,,,M3.5,3467.00,0.45,0.45,-1.590,8.8005800
735,GJ 849 c,GJ 849,1,Radial Velocity,2014,5990.00000000,4.950000,,,,M3.5,3467.00,0.45,0.45,-1.590,8.8005800
738,GJ 86 b,GJ 86,1,Radial Velocity,1999,15.76491000,0.110000,,,,,5182.00,0.77,0.93,,10.7836000
744,GJ 876 b,GJ 876,1,Radial Velocity,1998,61.11660000,0.208317,,2.27560,,,,0.30,0.32,-1.907,4.6751700
751,GJ 876 c,GJ 876,1,Radial Velocity,2000,30.08810000,0.129590,,0.71420,,,,0.30,0.32,-1.907,4.6751700
756,GJ 876 d,GJ 876,1,Radial Velocity,2005,1.93778000,0.020807,,0.02100,,,,0.30,0.32,-1.907,4.6751700
763,GJ 876 e,GJ 876,1,Radial Velocity,2010,124.26000000,0.334300,,0.04600,,,,0.30,0.32,-1.907,4.6751700
766,GJ 887 b,GJ 887,1,Radial Velocity,2020,9.26200000,0.068000,,,468,M1 V,3688.00,0.47,0.49,-1.434,3.2900000
767,GJ 887 c,GJ 887,1,Radial Velocity,2020,21.78900000,0.120000,,,352,M1 V,3688.00,0.47,0.49,-1.434,3.2900000
768,GJ 896 A b,GJ 896 A,1,Astrometry,2022,284.39000000,0.639650,,2.26000,,M3.5 V,,,0.44,,6.2602200
769,GJ 9066 c,GJ 9066,1,Radial Velocity,2020,771.36000000,0.880000,,,,M5.0 V,3154.00,0.16,0.15,-2.595,4.4710000
771,GJ 9404 b,GJ 9404,1,Radial Velocity,2023,13.45860000,0.094300,,,,,,,0.62,,23.8839000
772,GJ 96 b,GJ 96,1,Radial Velocity,2018,73.94000000,0.291000,,,,M2,3785.00,,0.60,-1.052,11.9315000
773,GJ 9689 b,GJ 9689,1,Radial Velocity,2020,18.27000000,0.113900,,,453,M0.5,3836.00,0.57,0.59,-1.200,30.6203000
774,GJ 9714 b,GJ 9714,1,Radial Velocity,2022,19240.75467000,12.319000,,9.40300,,,,,0.67,,20.5121000
776,GJ 9827 b,GJ 9827,1,Transit,2017,1.20898190,0.018800,0.141,0.01617,1175,,4305.00,0.60,0.61,,29.6610000
784,GJ 9827 c,GJ 9827,1,Transit,2017,3.64809600,0.039250,0.111,0.00409,813,,4305.00,0.60,0.61,,29.6610000
791,GJ 9827 d,GJ 9827,1,Transit,2017,6.20147000,0.055900,0.180,0.01111,681,,4305.00,0.60,0.61,,29.6610000
793,GPX-1 b,GPX-1,1,Transit,2021,1.74457900,0.033800,1.470,19.70000,2300,F2,7000.00,1.56,1.68,0.727,655.0130000
795,GQ Lup b,GQ Lup,1,Imaging,2004,,100.000000,3.000,20.00000,2650,K7e V,,,0.70,,151.1690000
799,GSC 06214-00210 b,GSC 06214-00210,1,Imaging,2010,,320.000000,,16.00000,2300,K7,4200.00,,0.90,-0.420,108.5000000
800,GU Psc b,GU Psc,1,Imaging,2014,,2000.000000,1.265,11.30000,1050,M3,,,0.33,,47.5501000
801,Gaia-1 b,Gaia-1,1,Transit,2022,3.05252400,0.040470,1.229,1.68000,,,5470.00,0.95,0.95,,363.6600000
802,Gaia-2 b,Gaia-2,1,Transit,2022,3.69152240,0.046700,1.322,0.81700,,,5720.00,1.06,1.00,,209.2290000
804,Gl 378 b,Gl 378,1,Radial Velocity,2019,3.82200000,0.039435,,,830,M1,3879.00,0.56,0.56,-1.222,14.9545000
805,Gl 49 b,Gl 49,1,Radial Velocity,2019,13.85080000,0.090500,,,,M1.5 V,3805.00,0.51,0.52,-1.306,9.8528000
807,Gl 686 b,Gl 686,1,Radial Velocity,2018,15.53000000,0.091000,,,,,3656.00,0.43,0.43,-1.530,8.1572800
814,HAT-P-1 b,HAT-P-1,1,Transit,2006,4.46529976,0.055610,1.319,0.52500,1322,,5980.00,1.17,1.15,,158.9790000
831,HAT-P-11 b,HAT-P-11,1,Transit,2008,4.88780244,0.052540,0.389,,,,4780.00,0.68,0.81,,37.7647000
841,HAT-P-11 c,HAT-P-11,1,Radial Velocity,2018,3407.00000000,4.130000,,,,,4780.00,0.68,0.81,,37.7647000
851,HAT-P-12 b,HAT-P-12,1,Transit,2009,3.21305980,0.038400,0.959,0.21100,963,K4,4650.00,0.70,0.73,-0.678,142.7510000
858,HAT-P-13 b,HAT-P-13,1,Transit,2009,2.91625000,,1.272,0.85100,,,,,,,246.8100000
869,HAT-P-13 c,HAT-P-13,1,Radial Velocity,2009,446.27000000,,,,,,,,,,246.8100000
871,HAT-P-14 b,HAT-P-14,1,Transit,2010,4.62767000,,1.420,3.44000,,,6600.00,1.82,2.65,,222.6630000
882,HAT-P-15 b,HAT-P-15,1,Transit,2010,10.86350000,,1.060,1.94000,,,5568.00,1.07,1.00,,192.5160000
896,HAT-P-16 b,HAT-P-16,1,Transit,2010,2.77596000,0.041300,1.289,4.19300,1626,F8,6158.00,1.24,1.22,0.294,226.6370000
904,HAT-P-17 b,HAT-P-17,1,Transit,2010,10.33852000,,1.050,0.58000,,,5246.00,0.87,0.99,,92.3831000
907,HAT-P-17 c,HAT-P-17,1,Radial Velocity,2010,5584.00000000,5.600000,,,,,5336.96,0.84,0.92,-0.289,92.3831000
908,HAT-P-18 b,HAT-P-18,1,Transit,2010,5.50802300,0.055900,0.995,0.19700,852,K2,4803.00,0.75,0.77,-0.569,161.4000000
920,HAT-P-19 b,HAT-P-19,1,Transit,2010,4.00877800,0.046600,1.132,0.29200,1010,K1,4990.00,0.82,0.84,-0.432,202.0780000
931,HAT-P-2 b,HAT-P-2,1,Transit,2007,5.63351580,0.068140,,,,F8,6380.00,1.39,1.33,0.530,127.7740000
941,HAT-P-2 c,HAT-P-2,1,Radial Velocity,2023,8500.00000000,,,10.70000,,,,,1.33,,127.7740000
946,HAT-P-20 b,HAT-P-20,1,Transit,2010,2.87531700,0.036100,0.867,7.24600,970,K3,4595.00,0.69,0.76,-0.721,71.0374000
956,HAT-P-21 b,HAT-P-21,1,Transit,2010,4.12448000,,1.110,4.87000,,,5588.00,1.21,1.24,,277.2780000
957,HAT-P-22 b,HAT-P-22,1,Transit,2010,3.21222000,,1.150,2.47000,,,5302.00,1.11,1.13,,81.7647000
972,HAT-P-23 b,HAT-P-23,1,Transit,2010,1.21288400,0.023200,1.368,2.09000,2056,G0,5905.00,1.20,1.13,0.199,364.8130000
984,HAT-P-24 b,HAT-P-24,1,Transit,2010,3.35524000,,1.300,0.75000,,,6373.00,1.38,1.37,,415.3440000
991,HAT-P-25 b,HAT-P-25,1,Transit,2010,3.65281514,0.046600,1.135,0.56900,1182,,5519.00,0.92,1.01,-0.152,300.3840000
993,HAT-P-26 b,HAT-P-26,1,Transit,2010,4.23452000,,0.630,0.07000,,,5079.00,0.87,1.12,,141.8370000
1004,HAT-P-27 b,HAT-P-27,1,Transit,2011,3.03957700,0.040000,1.020,0.62000,,,5316.00,0.86,0.92,-0.269,199.1730000
1009,HAT-P-28 b,HAT-P-28,1,Transit,2011,3.25721500,0.043400,1.212,0.62600,1384,G3,5680.00,1.10,1.02,0.053,401.3190000
1013,HAT-P-29 b,HAT-P-29,1,Transit,2011,5.72319000,,1.170,0.88000,,,6087.00,1.30,1.45,,313.5760000
1027,HAT-P-3 b,HAT-P-3,1,Transit,2007,2.89970000,,0.940,0.65000,,,5185.00,0.87,1.06,,134.5540000
1037,HAT-P-30 b,HAT-P-30,1,Transit,2011,2.81060000,,1.440,0.83000,,,6304.00,1.31,1.55,,213.9850000
1042,HAT-P-31 b,HAT-P-31,1,Transit,2011,5.00542000,,1.090,2.27000,,,6065.00,1.39,1.31,,344.0500000
1051,HAT-P-32 b,HAT-P-32,1,Transit,2011,2.15000820,0.033970,1.980,0.68000,1836,,6001.00,1.37,1.13,0.338,289.2050000
1066,HAT-P-33 b,HAT-P-33,1,Transit,2011,3.47447000,,1.850,0.92000,,,6446.00,1.79,1.82,,396.1100000
1074,HAT-P-34 b,HAT-P-34,1,Transit,2011,5.45265400,0.067740,1.197,3.33000,,,6442.00,1.53,1.39,,249.3250000
1082,HAT-P-35 b,HAT-P-35,1,Transit,2011,3.64670600,0.049780,1.332,1.05600,,,6096.00,1.44,1.24,,506.9650000
1089,HAT-P-36 b,HAT-P-36,1,Transit,2011,1.32734683,0.024100,1.277,1.84820,1781,,5620.00,1.04,1.03,,294.4190000
1096,HAT-P-37 b,HAT-P-37,1,Transit,2011,2.79743600,0.037900,1.178,1.16900,1271,,5500.00,0.88,0.93,-0.208,390.5940000
1102,HAT-P-38 b,HAT-P-38,1,Transit,2012,4.64038200,0.052300,0.825,0.26700,1082,,5330.00,0.92,0.89,-0.208,255.2060000
1107,HAT-P-39 b,HAT-P-39,1,Transit,2012,3.54387000,0.050900,1.571,0.59900,1752,,6430.00,1.62,1.40,0.607,697.0040000
1115,HAT-P-4 b,HAT-P-4,1,Transit,2007,3.05653600,0.044380,1.274,0.67100,1686,,5860.00,,,0.431,320.4510000
1124,HAT-P-40 b,HAT-P-40,1,Transit,2012,4.45724000,,1.520,0.48000,,,6080.00,1.94,1.03,,464.4690000
1127,HAT-P-41 b,HAT-P-41,1,Transit,2012,2.69405000,,2.050,1.19000,,,6390.00,2.05,2.56,,348.1850000
1134,HAT-P-42 b,HAT-P-42,1,Transit,2012,4.64187800,0.057500,1.280,1.04400,1428,,5743.00,1.53,1.18,0.356,405.2380000
1144,HAT-P-43 b,HAT-P-43,1,Transit,2012,3.33264140,0.044400,1.216,,1353,,5693.00,1.08,1.03,,528.8250000
1145,HAT-P-44 b,HAT-P-44,1,Transit,2014,4.30121900,0.050700,1.242,0.35200,1108,,5295.00,0.95,0.94,-0.194,347.8500000
1150,HAT-P-44 c,HAT-P-44,1,Radial Velocity,2014,872.20000000,1.752000,,,,,5295.00,0.95,0.94,-0.194,347.8500000
1153,HAT-P-45 b,HAT-P-45,1,Transit,2014,3.12899200,0.045200,1.426,0.89200,1652,,6330.00,1.32,1.26,0.400,298.6400000
1157,HAT-P-46 b,HAT-P-46,1,Transit,2014,4.46312900,0.057700,1.284,0.49300,1458,,6120.00,1.40,1.28,0.391,290.7360000
1159,HAT-P-49 b,HAT-P-49,1,Transit,2014,2.69155000,,1.590,2.20000,,,6820.00,2.06,2.22,,350.3510000
1169,HAT-P-5 b,HAT-P-5,1,Transit,2007,2.78849000,,1.210,0.98000,,,5960.00,1.12,1.04,,303.3360000
1173,HAT-P-50 b,HAT-P-50,1,Transit,2015,3.12201090,0.045300,1.288,1.35000,1862,,6280.00,1.70,1.27,0.603,515.4580000
1181,HAT-P-51 b,HAT-P-51,1,Transit,2015,4.21802780,0.050690,1.293,0.30900,1192,,5449.00,1.04,0.98,-0.066,440.0890000
1183,HAT-P-52 b,HAT-P-52,1,Transit,2015,2.75359530,0.036940,1.009,0.81800,1218,,5131.00,0.89,0.89,-0.305,361.1550000
1191,HAT-P-53 b,HAT-P-53,1,Transit,2015,1.96162410,0.031590,1.318,1.48400,1778,,5956.00,1.21,1.09,0.217,666.8020000
1196,HAT-P-54 b,HAT-P-54,1,Transit,2015,3.79984700,0.041170,0.944,0.76000,818,,4390.00,0.62,0.65,-0.902,143.6510000
1201,HAT-P-55 b,HAT-P-55,1,Transit,2015,3.58524670,0.046040,1.182,0.58200,1313,,5808.00,1.01,1.01,,511.3880000
1210,HAT-P-56 b,HAT-P-56,1,Transit,2015,2.79083000,,1.510,2.31000,,,6566.00,1.47,1.42,,320.6390000
1218,HAT-P-57 b,HAT-P-57,1,Transit,2015,2.46530000,,1.740,1.41000,,,6330.00,1.85,2.77,,279.8600000
1221,HAT-P-58 b,HAT-P-58,1,Transit,2021,4.01383790,0.049940,1.332,0.37200,1622,,6078.00,1.53,1.03,0.456,515.5900000
1223,HAT-P-59 b,HAT-P-59,1,Transit,2021,4.14197710,0.050640,1.123,1.54000,1278,,5678.00,1.10,1.01,0.054,265.4710000
1234,HAT-P-6 b,HAT-P-6,1,Transit,2007,3.85298000,,1.480,1.32000,,,6570.00,1.62,1.79,,275.3580000
1238,HAT-P-60 b,HAT-P-60,1,Transit,2021,4.79478130,0.062770,1.631,0.57400,1772,,6212.00,2.20,1.44,0.809,233.2200000
1239,HAT-P-61 b,HAT-P-61,1,Transit,2021,1.90231289,0.030100,0.899,1.05700,1505,,5587.00,0.94,1.00,-0.115,338.8400000
1241,HAT-P-62 b,HAT-P-62,1,Transit,2021,2.64532350,0.037720,1.073,0.76100,1512,,5629.00,1.17,1.02,0.091,348.8150000
1243,HAT-P-63 b,HAT-P-63,1,Transit,2021,3.37772800,0.042940,1.119,0.61400,1237,,5400.00,0.97,0.93,-0.146,4483.0500000
1246,HAT-P-64 b,HAT-P-64,1,Transit,2021,4.00723200,0.053870,1.703,0.58000,1766,,6457.00,1.74,1.30,0.668,651.8970000
1249,HAT-P-65 b,HAT-P-65,1,Transit,2016,2.60545520,0.039510,1.890,0.52700,1930,G2,5835.00,1.86,1.21,0.555,738.5190000
1253,HAT-P-66 b,HAT-P-66,1,Transit,2016,2.97208600,0.043630,1.590,0.78300,1896,G0,6002.00,1.88,1.25,0.615,935.4560000
1255,HAT-P-67 b,HAT-P-67,1,Transit,2017,4.81010250,0.065050,2.085,0.34000,1903,,6406.00,2.55,1.64,0.939,371.6860000
1257,HAT-P-68 b,HAT-P-68,1,Transit,2020,2.29840551,0.029960,1.072,0.72400,1028,K,4508.00,0.67,0.68,-0.779,202.1520000
1260,HAT-P-69 b,HAT-P-69,1,Transit,2019,4.78694910,0.065550,1.676,3.58000,1930,,7394.00,1.93,1.65,1.000,341.2630000
1280,HAT-P-7 b,HAT-P-7,1,Transit,2008,2.20474000,,1.510,1.84000,,,6389.00,2.00,1.56,,341.0790000
1284,HAT-P-70 b,HAT-P-70,1,Transit,2019,2.74432452,0.047390,1.870,6.78000,2562,,8450.00,1.86,1.89,1.223,330.7390000
1290,HAT-P-8 b,HAT-P-8,1,Transit,2008,3.07634000,,1.400,1.28000,,,6200.00,1.57,1.27,,211.5530000
1297,HAT-P-9 b,HAT-P-9,1,Transit,2008,3.92281072,0.052870,1.393,0.74900,1540,,6350.00,1.34,1.28,0.418,455.2030000
1307,HATS-1 b,HATS-1,1,Transit,2012,3.44645900,0.044400,1.302,1.85500,1359,,5870.00,1.04,0.99,0.041,283.9710000
1311,HATS-10 b,HATS-10,1,Transit,2015,3.31284600,0.044910,0.969,0.52600,1407,,5880.00,1.10,1.10,0.117,534.8890000
1313,HATS-11 b,HATS-11,1,Transit,2016,3.61918800,0.050700,1.609,,1596,,6563.00,1.54,1.33,,944.6030000
1319,HATS-12 b,HATS-12,1,Transit,2016,3.14270200,0.044100,0.692,,1446,,6357.00,1.17,1.16,,746.1380000
1325,HATS-13 b,HATS-13,1,Transit,2015,3.04404990,0.040570,1.212,0.54300,1244,,5523.00,0.89,0.96,,421.8550000
1333,HATS-14 b,HATS-14,1,Transit,2015,2.76676410,0.038150,1.039,1.07100,1276,,5346.00,0.93,0.97,,513.0110000
1335,HATS-15 b,HATS-15,1,Transit,2016,1.74748753,0.027120,1.105,2.17000,1505,G9 V,5311.00,0.92,0.87,-0.204,1139.5500000
